listing_id,clean,location,beach,host,comfortable,close,pool,space,quiet,beautiful,restaurant,quick,neighborhood,kitchen,friendly
29557,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
29628,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29683,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
30031,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
30712,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
31130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31902,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
31994,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32023,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1
32965,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
33009,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
33223,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34760,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
35526,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
37324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38545,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38607,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
38638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39267,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
39282,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
39572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39704,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1
39993,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0
40138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41055,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
41172,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0
41399,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0
42084,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
42454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42580,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
42729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43373,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1
43957,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1
44032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44096,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1
44212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
44229,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
44288,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
44506,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0
45299,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
45556,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
45940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45956,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1
46151,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
46154,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
46911,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
46929,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
47199,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
47521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47926,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48719,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
49893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50310,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
51073,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
51485,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1
51557,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51572,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
51773,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
53280,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54158,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
54508,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0
54626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54634,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
54860,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
55320,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
55467,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1
55565,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
55737,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
56467,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0
56690,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
56715,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
56802,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56859,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
57187,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1
57297,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
57468,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
57561,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
57618,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
57676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57754,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0
57874,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58059,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
58467,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59014,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
59381,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
59702,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
60164,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
60181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60659,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0
60666,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
60680,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0
60948,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62095,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1
62427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62430,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
62452,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
62461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62787,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
62891,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
62925,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
63247,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0
63299,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0
63320,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1
63360,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1
63405,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
63657,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
63733,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0
64000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64107,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
64277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64365,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
64837,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65019,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0
65268,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
65562,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
65615,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
65660,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0
65813,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66008,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
66251,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
66275,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1
66288,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66718,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
66741,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
66974,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
67288,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68099,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68130,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1
68735,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
68765,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0
68974,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
69303,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
69810,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0
69894,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
69921,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
70258,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70609,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
70659,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
70753,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
70812,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
71010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71645,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0
71930,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72190,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72365,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
72444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
72706,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
72833,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0
72921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74073,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
74240,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
74318,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
74680,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1
75050,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75174,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
75193,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0
75423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75635,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
75957,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0
76497,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0
76761,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1
76911,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
76996,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
77175,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0
77639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77691,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
77932,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
78035,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1
78584,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
78651,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78731,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1
78831,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0
78884,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
78898,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1
78974,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0
79067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79432,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
79782,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
80493,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
81158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82928,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
83243,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
83643,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83811,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0
83847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84251,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1
84659,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
84777,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1
84905,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
85094,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
86410,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
87279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87640,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0
89475,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
89621,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
90898,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1
91588,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0
91957,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
93313,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94477,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0
94783,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
95243,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
99070,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
99085,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
99094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
103161,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
104099,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1
105510,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
105790,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0
106363,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
106647,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
107630,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
107884,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0
107962,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
109883,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1
112435,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
113265,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
113779,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0
114229,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
114401,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0
115242,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
115535,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115678,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0
116221,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116940,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120362,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
121687,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
124011,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
125053,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
126443,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
128975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130805,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
131154,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
132120,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
132160,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1
132441,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0
132516,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
133025,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
133262,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
134091,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
135393,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
136493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137546,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
138619,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0
138772,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
139624,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
140133,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
140474,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0
140504,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
141154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141550,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0
141984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142177,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
143580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143704,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0
144043,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
144978,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
145210,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0
145886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148825,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149777,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0
150848,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1
151199,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1
152078,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
152263,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
153405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
157673,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
158176,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
158345,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
158955,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
159749,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
159815,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
160609,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
161366,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0
161996,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
162508,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162934,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
163809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163814,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
164207,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
164989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
165461,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
166541,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
166561,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
167482,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0
168084,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
169063,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
169306,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
169464,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
170273,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0
170761,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1
173072,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
173151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
173742,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
174679,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0
174828,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0
177421,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
177606,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
181407,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1
181972,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
182095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
182177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
183714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
